email,master_customer_id,first_name,last_name,full_name_standardized,phone_standardized,crm_city,signup_date,total_spend,last_order_date,num_orders,total_time_spent_seconds,num_sessions,is_vip,days_since_last_order,segment
charles_moran25@hotmail.com,48d5bfd5-bffe-4946-a49a-09500a7bbf98,Charles,Moran,Charles Moran,,Raleigh,2022-07-19,1750.66,2024-10-16,1.0,0.0,0.0,True,213.0,1
krodriguez@hotmail.com,6f8e0293-14b3-4e69-b765-1c4f59b66954,Kayla,Rodriguez,Kayla Rodriguez,,Mesa,2022-11-05,1506.12,2024-11-30,2.0,1394.0,6.0,True,168.0,1
wyatt.bradford33@gmail.com,b0b72b31-3e5e-48eb-8fbb-c2578c03589b,,,,,,,102.95,2023-08-04,1.0,0.0,0.0,True,652.0,0
kimberly@mendez.net,c61a4756-9ea3-435a-b0cb-a031603b16e6,Kimberly,Clarke,Kimberly Clarke,,Baltimore,2022-08-03,478.96,2025-02-06,2.0,0.0,0.0,True,100.0,1
charles.monroe@yahoo.com,4d2fe364-76a8-4e0d-b537-3da7ace7ed1e,Charles,Monroe,Charles Monroe,,Tampa,2024-05-25,0.0,,0.0,3420.0,8.0,False,,2
sandra.robinson@yahoo.com,fe5d6ab4-cb61-4906-b736-0fc13bc8b000,Sandra,Robinson,Sandra Robinson,,Albuquerque,2023-06-21,100.07,2024-03-12,1.0,0.0,0.0,True,431.0,0
william.rodriguez57@gmail.com,012ccd3d-8f63-4014-b7c5-980906dece87,,,,,,,0.0,,0.0,911.0,3.0,False,,2
jason.tran@gmail.com,702e7eb3-9651-4ce8-9ef0-63eb9f12818e,Jason,Tran,Jason Tran,,,2025-04-12,200.63,2024-02-22,1.0,0.0,0.0,True,450.0,0
marc_barnes21@hotmail.com,8aeb9210-588c-410e-a3ca-b3c05d7f4a12,Marc,Barnes,Marc Barnes,,Arlington,2024-11-03,0.0,,0.0,274.0,1.0,False,,0
cynthia.berry@gmail.com,fb66652d-1a69-4806-ae5a-e50bd6bc1f77,Cynthia,Berry,Cynthia Berry,,Philadelphia,2022-06-04,0.0,,0.0,0.0,0.0,False,,0
james@wood.com,fe9da39f-7625-412a-822d-bed43f45df34,James,Carroll,James Carroll,+17692762745,Miami,2023-01-28,206.36,2024-12-28,1.0,1754.0,8.0,True,140.0,2
tonya@bernard-schmitt.org,71278ae1-8104-4e37-82b4-ff8126070f38,Tonya,Little,Tonya Little,,Columbus,2023-06-04,317.5,2025-01-17,1.0,0.0,0.0,True,120.0,0
matthew.sanchez67@hotmail.com,eef84e58-a646-4d65-8a92-72d2163dfd5e,,,,,,,167.35,2024-06-25,1.0,0.0,0.0,True,326.0,0
robert.sellers@gmail.com,9f07bdd9-4bbb-4a36-8f99-89ce02b216c8,Robert,Sellers,Robert Sellers,+14035910533,Tampa,2024-04-02,20.29,2024-10-21,1.0,0.0,0.0,False,208.0,0
kevin.trevino51@yahoo.com,5888c159-3f46-41f3-9dd8-c723529dfb68,,,,,,,17.69,2023-08-03,1.0,26.0,1.0,False,653.0,0
tiffany.wolf35@hotmail.com,ce471009-aed7-4a1f-b4be-0e1b105c5183,,,,,,,107.87,2023-10-12,1.0,0.0,0.0,True,583.0,0
karen.morgan55@gmail.com,d782966d-a210-425f-80a3-b0f2f94419e2,,,,,,,0.0,,0.0,596.0,1.0,False,,0
richard.wood50@hotmail.com,75a70272-c349-4b48-b13e-4fac73274ce1,,,,,,,876.94,2024-10-19,1.0,0.0,0.0,True,210.0,1
brian@keith.net,9d0db721-ea3a-47b9-b0f5-cfe4d74ca85f,Brian,Edwards,Brian Edwards,+19498184094,Los Angeles,2024-04-26,0.0,,0.0,0.0,0.0,False,,0
jessica.york@gmail.com,077aa937-d7ad-4ba3-bae9-36052196dfb4,Jessica,York,Jessica York,+14846115594,El Paso,2024-12-02,268.52,2023-11-02,1.0,0.0,0.0,True,562.0,0
beth.collins50@hotmail.com,550e386a-eed4-436d-91ef-a6e6bbf145f9,,,,,,,0.0,,0.0,1327.0,4.0,False,,2
mphillips@hotmail.com,163036f8-a4cf-4a9d-9ecd-8d35e556111e,Angelica,Phillips,Mrs. Angelica Phillips,+16314126213,Baltimore,2024-03-05,850.1800000000001,2025-03-16,4.0,0.0,0.0,True,62.0,1
brichardson@example.net,f5efa79c-4709-4413-99a6-ac95ea9b4b4f,Samantha,Graham,Samantha Graham,+15156863336,Colorado Springs,2024-09-27,0.0,,0.0,0.0,0.0,False,,0
noah_smith17@yahoo.com,c79d2776-cccb-468e-bfe6-193a8d398925,Noah,Smith,Noah Smith,,Kansas City,2023-11-15,264.41,2023-11-25,1.0,0.0,0.0,True,539.0,0
christopher34@example.net,cc0d9a68-7266-46ef-8bc9-37135c737c93,Veronica,Reeves,Veronica Reeves,,Miami,2024-07-28,296.23,2025-04-26,1.0,0.0,0.0,True,21.0,0
susan.espinoza30@hotmail.com,f5204b69-9b62-44b0-bda1-a8e1a1dd6429,,,,,,,0.0,,0.0,1387.0,2.0,False,,2
smcmillan@hotmail.com,cfeca67d-ae12-469e-9fe6-8be20fc66ba5,Stephanie,Mcmillan,Stephanie Mcmillan,+19073385020,Detroit,2025-01-16,0.0,,0.0,0.0,0.0,False,,0
joseph@sanders-wright.com,81bdbb4a-e3b9-4756-93b6-5b8b64d1a10a,Joseph,Woodard,Joseph Woodard,,Chicago,2024-10-30,0.0,,0.0,0.0,0.0,False,,0
kristen_ford16@hotmail.com,990f756c-ad1e-4e65-af4f-2eef119086d7,Kristen,Ford,Kristen Ford,,Las Vegas,2024-04-28,1393.9599999999998,2024-07-23,2.0,0.0,0.0,True,298.0,1
frederick.jimenez@yahoo.com,c02ea0d9-b656-47e9-bcda-951b16cfe020,Frederick,Jimenez,Frederick Jimenez,+18014301045,Mesa,2025-02-22,0.0,,0.0,0.0,0.0,False,,0
megan.carson64@hotmail.com,6e382bf6-5ac2-4d5a-ba1b-66e011b04410,,,,,,,0.0,,0.0,633.0,2.0,False,,0
regina.russell@gmail.com,9fb33b39-fc94-4eaa-8339-270935956475,Regina,Russell,Regina Russell,,Albuquerque,2023-04-13,0.0,,0.0,261.0,2.0,False,,0
lindsey.martinez@gmail.com,cf54441e-7fc5-412b-8738-a17964ba20f8,Lindsey,Martinez,Lindsey Martinez,+12012757053,El Paso,2022-09-08,0.0,,0.0,0.0,0.0,False,,0
mramsey@yahoo.com,bac2af73-4d9a-4ea8-b57c-b052de5a0b09,Matthew,Ramsey,Matthew Ramsey,+14179973102,Charlotte,2023-01-15,307.74,2023-10-07,1.0,0.0,0.0,True,588.0,0
suzanne.woods@hotmail.com,81ef6110-d596-4d3b-b03b-c632209111d7,Suzanne,Woods,Suzanne Woods,+12814602455,Fresno,2024-09-16,144.87,2025-01-19,1.0,319.0,1.0,True,118.0,0
suzanne.woods@hotmail.com,81ef6110-d596-4d3b-b03b-c632209111d7,Tyler,Carroll,Tyler Carroll,+13066278518,Louisville,2023-03-12,144.87,2025-01-19,1.0,319.0,1.0,True,118.0,0
turnervicki@example.com,e744dba8-5d2f-4caf-95f9-7dc0604dfda1,Jennifer,Burns,Jennifer Burns,+19125259391,Oakland,2024-06-10,0.0,,0.0,0.0,0.0,False,,0
jennifer.wong80@hotmail.com,c7245247-1ed1-440b-99fe-4603a3abf623,,,,,,,506.3,2025-02-06,1.0,0.0,0.0,True,100.0,0
amanda.perkins52@gmail.com,566ff09a-4657-48ee-b04c-a0e636f7aaba,,,,,,,234.46,2023-09-11,1.0,0.0,0.0,True,614.0,0
michael.dvm@hotmail.com,4ce85f78-067a-4028-a9f8-e9c4c57b5479,Michael,Allison,Michael Allison Dvm,,Tampa,2025-01-26,0.0,,0.0,0.0,0.0,False,,0
jburns@hotmail.com,8d5fd6e5-b13c-477f-b74d-d0948d49a3fc,Jeffrey,Burns,Jeffrey Burns,,Chicago,2023-05-31,1486.1499999999999,2024-02-17,3.0,0.0,0.0,True,455.0,1
melissa.ellis@yahoo.com,e5dda046-cf7a-4a93-b644-b1e302d18b7c,Melissa,Ellis,Melissa Ellis,+15047393861,Jacksonville,2024-05-24,429.6,2023-07-25,1.0,0.0,0.0,True,662.0,0
adamtran@example.net,b5254043-0672-4c74-869a-3089b90e6bd9,Sean,Harris,Sean Harris,+12698135137,Colorado Springs,2024-04-01,1383.52,2024-09-11,2.0,919.0,4.0,True,248.0,1
joshua.thompson15@hotmail.com,a2e6ed5a-ae7b-4cf9-8036-87f2c6c9037e,,,,,,,2471.22,2023-12-25,1.0,1769.0,4.0,True,509.0,1
kristin_brown@hotmail.com,7360cdb2-b411-4883-a0f8-c9c0116907b7,Kristin,Brown,Kristin Brown,,Arlington,2022-06-16,523.54,2025-05-06,2.0,0.0,0.0,True,11.0,1
wilsonwilliam@example.net,1e541ab8-4bdc-4d89-a347-ddaf8a116c92,Andrew,Martinez,Andrew Martinez,,Phoen,2022-11-05,0.0,,0.0,846.0,3.0,False,,2
alexander.soto@gmail.com,8fda8edf-ef32-4f05-828e-64f2e7c409ee,Alexander,Soto,Alexander Soto,+19796989147,Phoenix,2024-06-01,0.0,,0.0,0.0,0.0,False,,0
patrickjohnson@example.com,f47d4435-40b4-4eca-9f39-0632dfa73cbc,Michael,Farrell,Michael Farrell,,Chicago,2024-06-19,0.0,,0.0,0.0,0.0,False,,0
william.hester@gmail.com,29d37345-09d6-4192-983a-d40200e7e5e5,William,Hester,William Hester,,San Francisco,2024-12-04,0.0,,0.0,0.0,0.0,False,,0
ashley.hays54@gmail.com,cc60e2e2-f506-4793-ada7-9636fd36a6bd,,,,,,,0.0,,0.0,500.0,1.0,False,,0
carl.mcneil@gmail.com,e0e00440-33b2-4de4-96b7-bcee71011ddd,Carl,Mcneil,Carl Mcneil,+13129642655,Fresno,2023-07-15,190.54,2024-10-28,1.0,0.0,0.0,True,201.0,0
glenn.phd@gmail.com,007d3a99-9b8b-48b0-a5a2-25243b5d409d,Glenn,Bridges,Glenn Bridges Phd,+18497694290,San Jose,2022-12-21,440.72,2024-03-17,1.0,0.0,0.0,True,426.0,0
jacob.hall@yahoo.com,80f3b4be-429c-4895-b07c-2a0fa740d41e,Jacob,Hall,Jacob Hall,,Phoenix,2024-12-09,106.95,2023-08-01,1.0,0.0,0.0,True,655.0,0
hunter.davis@hotmail.com,73643fd6-2f97-4358-b762-2abad92f9ae4,Hunter,Davis,Hunter Davis,+17152004562,Nashville,2024-07-11,417.02,2025-03-13,2.0,0.0,0.0,True,65.0,1
mwheeler@gmail.com,32092d54-d693-44c2-8d64-ca92b92b2243,Michael,Wheeler,Michael Wheeler,,New York,2022-07-10,0.0,,0.0,0.0,0.0,False,,0
rebecca.hardy@gmail.com,1dae2d91-0344-4f5e-8f39-e6776c092b31,Rebecca,Hardy,Rebecca Hardy,+15415075366,PR,2024-05-09,1499.81,2023-07-12,1.0,0.0,0.0,True,675.0,1
maria.nicholson@gmail.com,0943f748-defd-4bef-ae31-8f9f523bb652,Maria,Nicholson,Maria Nicholson,,New Jade,2022-10-19,293.46,2024-08-16,1.0,0.0,0.0,True,274.0,0
misty.lopez14@yahoo.com,33180e4b-72bd-4dca-843f-e2b875d50f88,,,,,,,524.6,2024-10-11,1.0,0.0,0.0,True,218.0,0
karen.cook81@hotmail.com,95b94768-b9b9-47ed-9d52-7b84107de5c3,,,,,,,305.93,2025-02-12,1.0,0.0,0.0,True,94.0,0
peter.greer62@hotmail.com,03a139b7-a841-46ed-9af4-2aad1b5a617e,,,,,,,0.0,,0.0,1310.0,4.0,False,,2
sonya@anderson-clark.com,2d6d8321-91a6-4f10-af3a-5e369347ddfb,Sonya,Johnson,Sonya Johnson,,Fort Worth,2024-09-21,623.22,2025-03-28,3.0,975.0,3.0,True,50.0,1
james.reeves@hotmail.com,fc02a64a-382d-4f10-93dc-44412a793735,James,Reeves,James Reeves,+18305132535,Omaha,2022-08-19,246.68,2025-02-01,1.0,0.0,0.0,True,105.0,0
daniel@beasley-smith.com,f8e6aeb7-ca85-4c7c-99f6-49dd6f0ca2a4,Daniel,Watkins,Daniel Watkins,,San Francisco,2023-06-13,0.0,,0.0,0.0,0.0,False,,0
caitlin@ramos-myers.com,bdbeebbd-bee7-412d-996d-78a683939fb0,Caitlin,Schwartz,Caitlin Schwartz,,NC,2023-11-19,244.28,2024-03-30,1.0,652.0,2.0,True,413.0,0
chelsea_oliver27@hotmail.com,d78d7107-fd23-484d-a6ec-c08d4e3399a8,Chelsea,Oliver,Chelsea Oliver,+16098034247,Baltimore,2023-02-13,1068.11,2024-08-07,1.0,0.0,0.0,True,283.0,1
kathleen_clark15@hotmail.com,4bf7bf94-cce5-4d65-90eb-6ad5ce9b283b,Kathleen,Clark,Kathleen Clark,,KY,2023-01-12,1174.79,2024-11-15,4.0,0.0,0.0,True,183.0,1
brian_brown9@hotmail.com,abbb1fa6-f126-4886-b5e1-30d818d66cff,Brian,Brown,Brian Brown,+19726694726,Chicago,2023-11-08,304.86,2023-09-23,2.0,0.0,0.0,True,602.0,1
holly.dvm@hotmail.com,43a8f3c7-d713-43cf-8d57-24a5705d84f8,Holly,Morales,Holly Morales Dvm,,Jacksonville,2023-07-29,0.0,,0.0,0.0,0.0,False,,0
holly.dvm@hotmail.com,43a8f3c7-d713-43cf-8d57-24a5705d84f8,Benjamin,Ward,Benjamin Ward,,Jacksonville,2025-02-19,0.0,,0.0,0.0,0.0,False,,0
james.cook@gmail.com,0fd7714d-0a27-4a1a-99d1-c0c89d7833f9,James,Cook,James Cook,,Columbus,2023-08-08,225.94,2024-05-20,1.0,0.0,0.0,True,362.0,0
brian.brown@gmail.com,c24ac1a6-2a09-46e7-912b-207438a56779,Brian,Brown,Brian Brown,+13302542883,Washin,2022-08-10,677.48,2024-02-02,2.0,0.0,0.0,True,470.0,1
bryan@sanchez.com,a20c4e40-5020-47f0-aa36-2078407514ae,Bryan,Wright,Bryan Wright,,Seattle,2022-09-07,965.6700000000001,2025-03-02,2.0,0.0,0.0,True,76.0,1
zrodriguez@example.org,f06a0a5f-c1fd-425d-b5a3-d10d7bac1c93,Stacy,Moody,Stacy Moody,,Boston,2022-09-23,421.86,2024-05-16,2.0,327.0,1.0,True,366.0,1
farmerkelsey@example.org,502c3fcd-32f2-4fc0-a076-cb16cee2dc68,Maria,Wallace,Maria Wallace,+14698388835,El Paso,2024-05-09,441.34000000000003,2024-05-22,2.0,0.0,0.0,True,360.0,1
robert.terry@yahoo.com,6a234e1b-c481-45fe-a869-cc67aaf0dc0b,Robert,Terry,Robert Terry,,Los Angeles,2024-02-21,0.0,,0.0,569.0,1.0,False,,0
tiffany_smith@yahoo.com,184c8515-0c7f-4c5f-9f2a-33fdbd72fc46,Tiffany,Smith,Tiffany Smith,,Albuquerque,2024-08-13,175.22,2024-02-15,1.0,0.0,0.0,True,457.0,0
jeffrey@lewis.com,87c04378-c25f-4d75-a012-b352d080f981,Jeffrey,Snyder,Jeffrey Snyder,+15624221993,Las Vegas,2024-10-29,68.36,2025-02-20,1.0,0.0,0.0,False,86.0,0
christy.nolan@hotmail.com,5cf98be8-f905-4d64-8c05-d05cd2201972,Christy,Nolan,Christy Nolan,,Nashville,2023-05-21,0.0,,0.0,0.0,0.0,False,,0
christy.nolan@hotmail.com,5cf98be8-f905-4d64-8c05-d05cd2201972,C.,Wallace,C. Wallace,+13697888355,San Jose,2023-08-23,0.0,,0.0,0.0,0.0,False,,0
russell.chaney14@yahoo.com,3f8aa001-45fe-47af-b4d3-8859b3f003da,,,,,,,1469.88,2023-07-06,1.0,0.0,0.0,True,681.0,1
pedro.sanchez96@hotmail.com,6d902359-3203-4bde-bfb0-0705940ded2c,,,,,,,270.53,2025-03-08,1.0,0.0,0.0,True,70.0,0
dcox@gmail.com,e40304c9-b34f-4c4b-af76-00fd4c4f21e8,Douglas,Cox,Douglas Cox,,Minneapolis,2022-09-04,0.0,,0.0,0.0,0.0,False,,0
hannah.sullivan36@gmail.com,644d6378-fd61-4fdf-b0f4-5838a099507d,,,,,,,197.97,2023-06-02,1.0,0.0,0.0,True,715.0,0
amy@hart.org,7d85a83f-92c9-4a37-ad15-9573538d3d6d,Amy,Harmon,Amy Harmon,+12532701293,Jacksonville,2022-05-27,43.04,2025-04-09,1.0,0.0,0.0,False,38.0,0
wilkersonkevin@example.com,242f0425-4d1f-4017-9fa5-8e3a027ea210,Adrienne,Clay,Adrienne Clay,,Omaha,2023-06-24,53.95,2023-09-14,1.0,0.0,0.0,False,611.0,0
erica.jenkins28@hotmail.com,0f2fff39-f398-44e6-b015-1198a10342f0,,,,,,,1011.75,2024-09-14,1.0,0.0,0.0,True,245.0,1
ublair@example.net,d413d5ec-e391-4edb-9e9b-da207ee009f2,Leslie,Barber,Leslie Barber,+15334306942,,2024-07-27,447.28999999999996,2025-01-12,2.0,0.0,0.0,True,125.0,1
christopher@odonnell.com,d0dcc714-032f-4004-8aa0-da280a1463e2,Christopher,Hanson,Christopher Hanson Jr.,+13099151123,New York,2024-07-18,0.0,,0.0,0.0,0.0,False,,0
mrs..taylor@yahoo.com,4d0209b2-c040-43a5-864c-e871c566b440,Mary,Taylor,Mrs. Mary Taylor,,El Paso,2022-11-30,0.0,,0.0,0.0,0.0,False,,0
robert.smith@gmail.com,90f000ec-46fd-4f15-b731-6fe998c04b0e,Robert,Smith,Robert Smith,,Boston,2024-09-22,187.69,2024-06-23,2.0,0.0,0.0,True,328.0,0
brian.cuevas@gmail.com,0f8d800b-3a4a-4f5c-a35c-d0270add9c18,Brian,Cuevas,Brian Cuevas,,Memphis,2023-03-31,460.75,2024-11-26,2.0,0.0,0.0,True,172.0,1
christy.brown@hotmail.com,b5f6c00e-5e40-425f-9bba-e1943e8d392a,Christy,Brown,Christy Brown,+19802714819,Charlotte,2024-05-01,162.74,2023-08-27,1.0,0.0,0.0,True,629.0,0
ryan@hodge-lopez.info,c71dec9e-82ba-4bb5-ab3f-7304d64d51b3,Ryan,Diaz,Ryan Diaz,,Detroit,2024-07-22,58.82,2023-06-04,1.0,0.0,0.0,False,713.0,0
courtney.villarreal55@yahoo.com,b2641489-e8e9-4d44-bd52-c95d4abbe9f2,,,,,,,29.75,2023-08-23,1.0,0.0,0.0,False,633.0,0
joseph.roberts56@hotmail.com,922577db-c096-41ef-8d95-15d19c8aa00f,,,,,,,134.62,2023-07-19,1.0,661.0,4.0,True,668.0,0
kimberly.ross87@hotmail.com,f747af4a-6522-4454-a99e-f9a5ba582e7c,,,,,,,33.32,2025-04-28,1.0,0.0,0.0,False,19.0,0
rmora@hotmail.com,05e57aea-f5bd-407e-aea5-410625d9400c,Richard,Mora,Richard Mora,+13504763442,Oklahoma City,2024-07-23,353.87,2024-08-12,1.0,0.0,0.0,True,278.0,0
alex.torres17@hotmail.com,c30b6a7f-d852-44a7-ba35-fbd5a2d14bca,,,,,,,921.77,2025-03-22,1.0,0.0,0.0,True,56.0,1
jennifer.johnson55@gmail.com,d34e02da-23b2-4a58-9ba9-1f86d1e111bf,,,,,,,0.0,,0.0,1250.0,3.0,False,,2
sharon48@example.org,f9a90c23-75ff-4eab-91fd-6a18f0c331c7,Michelle,Ward,Michelle Ward,,Washington,2024-11-10,114.58,2024-08-30,1.0,0.0,0.0,True,260.0,0
thomas.ruiz@hotmail.com,9d9a6179-dac9-4121-998b-869fc556cac6,Thomas,Ruiz,Thomas Ruiz,+13187718306,,2024-06-10,0.0,,0.0,0.0,0.0,False,,0
julia.morales@gmail.com,f2c0300b-6e9c-41f2-b14d-aabd7fe7cf66,Julia,Morales,Julia Morales,,Tampa,2025-04-02,699.09,2024-07-04,1.0,0.0,0.0,True,317.0,0
charles_little6@gmail.com,8325a173-b2f4-414c-a131-a992a672842f,Charles,Little,Charles Little,+15779762718,San Diego,2023-11-19,0.0,,0.0,0.0,0.0,False,,0
drew@petty.com,bf7f829d-e17c-44cb-bfab-2f9fb5968b27,Drew,Preston,Drew Preston,+15629774871,Mesa,2023-10-09,428.11,2025-01-27,1.0,0.0,0.0,True,110.0,0
leslie@gregory-rivera.com,25f8883b-ab06-4b85-bd69-e7f7bd23f2df,Leslie,Miles,Leslie Miles,,Columbus,2025-04-16,0.0,,0.0,2218.0,6.0,False,,2
brian.anderson10@gmail.com,ba263da0-a3a7-41bf-93fa-cf5464cbef69,,,,,,,106.97,2023-07-25,1.0,0.0,0.0,True,662.0,0
schavez@hotmail.com,44f50924-08a5-40c0-aca7-7603ad43b8bc,Samantha,Chavez,Samantha Chavez,,Sacramento,2023-09-03,0.0,,0.0,0.0,0.0,False,,0
schavez@hotmail.com,44f50924-08a5-40c0-aca7-7603ad43b8bc,Charlotte,Massey,Charlotte Massey,+14076344154,Traceyhaven,2022-08-06,0.0,,0.0,0.0,0.0,False,,0
mrs..mcconnell51@yahoo.com,11ec9939-5e89-4c27-b98b-bc87735448df,,,,,,,837.32,2024-03-10,1.0,0.0,0.0,True,433.0,1
bradley@thomas-macias.info,0ce66044-78c4-4fd9-94fc-c5f02e5e8d29,Bradley,Stephens,Bradley Stephens,+19173447256,Nashville,2025-01-26,0.0,,0.0,0.0,0.0,False,,0
ureyes@example.net,89752214-995d-4fcd-8ac6-f46037058348,Christopher,Malone,Christopher Malone,+12285133725,Houston,2023-07-05,0.0,,0.0,0.0,0.0,False,,0
stephanie70@example.com,793bc9ae-5644-4a26-853d-a31b05e53b07,Daniel,Bryant,Daniel Bryant Phd,,Denver,2023-06-01,0.0,,0.0,1609.0,3.0,False,,2
amy.blevins60@yahoo.com,d268306e-4ff8-4d3e-a770-61bf80976eec,,,,,,,0.0,,0.0,1890.0,3.0,False,,2
david.gardner@yahoo.com,eab7b9dc-4867-4f7f-b15f-4e3536e0578e,David,Gardner,David Gardner,,Sacramento,2022-10-28,1330.3600000000001,2025-02-13,3.0,0.0,0.0,True,93.0,1
karen.tanner50@gmail.com,a23d1586-deda-4bba-aa72-a804b5c0ab5b,,,,,,,0.0,,0.0,1498.0,4.0,False,,2
pamela50@example.org,5f8ab4ff-aed0-4dff-b583-87d5c006c33e,Andrew,Gordon,Andrew Gordon,+16579063161,Milwaukee,2022-08-01,0.0,,0.0,2481.0,5.0,False,,2
sarah_gonzalez@yahoo.com,22c2a1f3-054e-4fd8-a24c-fcc031fc45b8,Sarah,Gonzalez,Sarah Gonzalez,+19103529085,Long Beach,2023-11-05,0.0,,0.0,0.0,0.0,False,,0
gloria.forbes25@gmail.com,d467e2a8-a020-440c-b91c-a1a94aeaafe7,,,,,,,115.45,2024-07-24,1.0,0.0,0.0,True,297.0,0
daniel@luna.com,83f0a0d3-55ff-4b35-afd7-7a37e63a477b,Daniel,Moreno,Daniel Moreno,,Miami,2024-11-30,1075.4299999999998,2024-11-15,3.0,0.0,0.0,True,183.0,1
hector.williams@hotmail.com,235b411c-c184-4135-818b-d19f3b613286,Hector,Williams,Hector Williams,,Tucson,2024-01-09,455.22,2024-11-25,2.0,0.0,0.0,True,173.0,1
mr._mcdonald12@gmail.com,4c2a8d65-cd30-4e18-a08c-a9cf7a1e66a3,Anthony,Mcdonald,Mr. Anthony Mcdonald,+16023236058,Arlington,2023-04-06,0.0,,0.0,3102.0,8.0,False,,2
stacey.melton@hotmail.com,5ae4fc72-8abf-4a17-aa62-bc3dde8dceda,Stacey,Melton,Stacey Melton,,Jackso,2023-08-17,205.31,2024-11-16,1.0,0.0,0.0,True,182.0,0
rachel.guerra@gmail.com,8fa067c3-975a-461e-b30e-72e55d9136fc,Rachel,Guerra,Rachel Guerra,,Las Vegas,2023-06-24,399.43,2023-06-09,1.0,0.0,0.0,True,708.0,0
pamela.miller87@hotmail.com,640d99d0-9287-4f15-93af-7b206c142ae5,,,,,,,188.26,2025-01-28,1.0,316.0,1.0,True,109.0,0
amanda.burns22@hotmail.com,f9e94758-fc6b-43fd-808b-301311e6a4f9,,,,,,,124.05,2023-05-18,1.0,0.0,0.0,True,730.0,0
edward.smith@gmail.com,752c9cc8-f386-4a44-a368-e0acb5b5ca4b,Edward,Smith,Edward Smith,,Washington,2023-02-17,370.39,2025-05-13,2.0,0.0,0.0,True,4.0,1
jenna@jones.com,55a9ee31-1aa0-4a34-b38f-9ca4093cd991,Jenna,Moss,Jenna Moss,+12073598575,San Diego,2022-07-12,0.0,,0.0,0.0,0.0,False,,0
kyle.thomas@hotmail.com,cee9d1e6-e540-484e-acc6-4966e21c4ea6,Kyle,Thomas,Kyle Thomas,+18103458665,Atlanta,2023-07-08,135.03,2024-04-24,1.0,0.0,0.0,True,388.0,0
mlopez@yahoo.com,1ed5411a-3f77-4c00-8605-39f8cc842f53,Megan,Lopez,Megan Lopez,+18284206010,New York,2024-12-09,0.0,,0.0,1895.0,5.0,False,,2
mlopez@yahoo.com,1ed5411a-3f77-4c00-8605-39f8cc842f53,N.,Miller,N. Miller,,Minneapolis,2024-10-09,0.0,,0.0,1895.0,5.0,False,,2
maynardheather@example.com,8d305e0a-a4fc-446e-bb5c-a785fb079a05,Daniel,Bradshaw,Daniel Bradshaw,+19799381682,Arlington,2022-09-18,172.93,2023-12-29,1.0,0.0,0.0,True,505.0,0
dfoley@yahoo.com,2c82ea6a-fd49-4e95-99c6-a370039a2773,Dustin,Foley,Dustin Foley,+15717192990,Indianapolis,2023-06-21,189.82999999999998,2025-03-31,2.0,0.0,0.0,True,47.0,0
sara_reed@hotmail.com,0d4bc2b5-6abc-4e0b-a47b-7c7fdcd6b0f2,Sara,Reed,Sara Reed,+17755207176,Milwaukee,2024-08-29,0.0,,0.0,0.0,0.0,False,,0
sara_reed@hotmail.com,0d4bc2b5-6abc-4e0b-a47b-7c7fdcd6b0f2,Paul,Mason,Paul Mason,,Washington,2025-03-13,0.0,,0.0,0.0,0.0,False,,0
david.butler@yahoo.com,74d70c79-903f-42b0-bfa4-8b75f762a0b9,David,Butler,David Butler,+16026156980,Minneapolis,2024-07-18,15.41,2024-03-22,1.0,0.0,0.0,False,421.0,0
kstevens@gmail.com,d5f09ce3-979e-4c0c-8d94-c2fd36c8e405,Kathryn,Stevens,Kathryn Stevens,,Tulsa,2024-09-20,0.0,,0.0,0.0,0.0,False,,0
charles.brown@hotmail.com,45d2d651-74be-44a5-960a-ea616d506f69,Charles,Brown,Charles Brown,,FM,2023-03-10,102.86,2024-05-20,1.0,0.0,0.0,True,362.0,0
jjenkins@hotmail.com,8dcefd8b-ff53-4e62-b77a-3d57f361da88,Joan,Jenkins,Joan Jenkins,+16057301616,Tucson,2025-03-19,177.58,2023-12-04,1.0,662.0,2.0,True,530.0,0
gregory_sanchez14@gmail.com,93d21147-615c-4dfc-a106-f746b0606210,Gregory,Sanchez,Gregory Sanchez,+17783148051,Portland,2024-03-14,47.15,2024-07-14,1.0,0.0,0.0,False,307.0,0
nluna@hotmail.com,0e72dafb-a814-4b95-9ef0-1a5fd83174ce,Nathaniel,Luna,Nathaniel Luna,,Miami,2024-07-09,671.53,2025-02-28,2.0,0.0,0.0,True,78.0,1
jordan.barajas88@gmail.com,b36aeab1-c1da-4103-8404-e10e56c9ae8e,,,,,,,597.1,2023-12-09,1.0,0.0,0.0,True,525.0,0
brenda.bell44@gmail.com,12679b57-298d-4c19-93bc-7f8ca86ce7f7,,,,,,,22.21,2023-07-27,1.0,0.0,0.0,False,660.0,0
angel.cooper70@gmail.com,b0ab2f26-d56a-4325-ac78-5cc59270d3d4,,,,,,,578.81,2024-09-15,1.0,288.0,3.0,True,244.0,0
marilyn.ford45@gmail.com,fe32d26d-595e-4116-9cd6-293861bfafaf,,,,,,,209.18,2025-02-02,1.0,0.0,0.0,True,104.0,0
michael.brown@gmail.com,cb36d273-5860-4c3c-aef6-19903ae3c8bf,Michael,Brown,Michael Brown,,Virginia Beach,2023-01-17,695.11,2025-02-07,3.0,0.0,0.0,True,99.0,1
